Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,PayRate,Termd,PositionID,Position,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,State,DOB,Zip
Employee_136,1136,1,1,1,4,3,2,0,30.319010771449392,0,15,Software Engineer,Sales,Manager_B,7,LinkedIn,Fully Meets,4.327423970753172,1,3,1/15/2019,1,NY,1980-01-01,01234
Employee_137,1137,0,0,1,2,5,3,0,41.84614023028511,0,16,HR Manager,Sales,Manager_C,2,Diversity Job Fair,PIP,2.6704612089105244,4,8,1/15/2019,0,TX,1980-01-01,01234
Employee_138,1138,1,0,0,3,6,1,1,20.24495597457127,0,17,HR Manager,Admin,Manager_A,1,Diversity Job Fair,PIP,4.383880817987672,1,9,1/15/2019,1,TX,1980-01-01,01234
Employee_139,1139,1,2,1,2,2,1,1,42.58544926164227,1,8,HR Manager,HR,Manager_B,2,LinkedIn,Fully Meets,4.310042728111042,5,4,1/15/2019,0,CA,1980-01-01,01234
Employee_140,1140,1,2,1,1,2,2,1,53.72027859118941,0,2,Sales,Sales,Manager_C,7,LinkedIn,Fully Meets,4.152997408261875,3,1,1/15/2019,0,TX,1980-01-01,01234
Employee_141,1141,1,0,0,4,2,1,0,48.400346710606634,0,5,Sales,Sales,Manager_A,9,LinkedIn,PIP,3.4813601487372012,1,1,1/15/2019,0,CA,1980-01-01,01234
Employee_142,1142,0,2,1,2,6,2,0,57.5878078275901,1,27,HR Manager,Sales,Manager_B,6,Diversity Job Fair,Exceeds,2.211843385440593,2,8,1/15/2019,3,NY,1980-01-01,01234
Employee_143,1143,0,0,1,2,3,2,0,56.897942865770354,0,5,Sales,IT,Manager_C,3,Diversity Job Fair,PIP,3.9614787987704965,1,3,1/15/2019,1,CA,1980-01-01,01234
Employee_144,1144,0,0,1,2,6,3,1,38.084443174921645,0,22,Data Analyst,HR,Manager_A,9,Diversity Job Fair,Fully Meets,2.6943240889416384,2,7,1/15/2019,3,TX,1980-01-01,01234
Employee_145,1145,1,1,0,4,4,1,0,40.88157514747364,1,8,Software Engineer,Sales,Manager_B,2,Diversity Job Fair,PIP,2.526845617624912,1,3,1/15/2019,2,MA,1980-01-01,01234
Employee_146,1146,1,1,1,3,1,2,0,53.692015445527446,0,13,Software Engineer,IT,Manager_C,9,Indeed,Exceeds,2.836422750462131,2,3,1/15/2019,3,CA,1980-01-01,01234
Employee_147,1147,1,3,1,3,6,1,0,28.54629306562981,0,3,Software Engineer,Admin,Manager_A,1,LinkedIn,Exceeds,3.045767708951293,3,8,1/15/2019,3,MA,1980-01-01,01234
Employee_148,1148,0,3,1,3,5,1,0,57.93539140110441,1,10,HR Manager,Admin,Manager_B,1,Indeed,Fully Meets,3.3616451692773026,4,8,1/15/2019,3,MA,1980-01-01,01234
Employee_149,1149,1,1,1,3,1,4,0,42.79401475812918,1,26,Sales,Admin,Manager_C,5,Diversity Job Fair,PIP,4.270192351720845,4,6,1/15/2019,1,CA,1980-01-01,01234
Employee_150,1150,1,3,1,1,4,4,0,29.3438693823362,0,5,HR Manager,Admin,Manager_A,6,Diversity Job Fair,Exceeds,3.3768933019663026,5,1,1/15/2019,0,MA,1980-01-01,01234
Employee_151,1151,1,0,1,1,6,4,0,23.712227333927718,0,20,Software Engineer,Admin,Manager_B,2,Indeed,PIP,2.830949570413716,1,8,1/15/2019,4,MA,1980-01-01,01234
Employee_152,1152,0,0,1,3,2,4,1,55.38091585669968,0,14,Sales,IT,Manager_C,2,Diversity Job Fair,Exceeds,3.310516678004689,3,1,1/15/2019,4,NY,1980-01-01,01234
Employee_153,1153,1,0,0,4,1,3,0,21.619090040989178,1,7,Sales,IT,Manager_A,9,LinkedIn,PIP,3.036572159750806,3,9,1/15/2019,4,CA,1980-01-01,01234
Employee_154,1154,0,2,0,1,4,3,1,37.16297018419037,0,21,Software Engineer,Sales,Manager_B,1,LinkedIn,Fully Meets,3.697466270455914,2,8,1/15/2019,0,TX,1980-01-01,01234
Employee_155,1155,0,1,0,4,3,4,0,48.3012375202925,0,8,Data Analyst,HR,Manager_C,9,Diversity Job Fair,PIP,3.2028898164302277,5,3,1/15/2019,3,CA,1980-01-01,01234
Employee_156,1156,0,0,0,1,2,3,0,36.38148382554883,0,5,HR Manager,Sales,Manager_A,5,LinkedIn,Fully Meets,4.778763878923429,3,6,1/15/2019,4,TX,1980-01-01,01234
Employee_157,1157,1,1,1,4,2,4,0,35.17398501171163,0,25,Software Engineer,Sales,Manager_B,3,LinkedIn,Exceeds,4.123472833220122,5,5,1/15/2019,0,CA,1980-01-01,01234
Employee_158,1158,1,0,0,4,5,1,1,40.25317326299647,0,22,Data Analyst,IT,Manager_C,5,Diversity Job Fair,Exceeds,1.787212791927205,4,0,1/15/2019,4,NY,1980-01-01,01234
Employee_159,1159,1,3,0,1,5,4,0,22.22256278050883,0,25,Data Analyst,Sales,Manager_A,3,LinkedIn,PIP,4.391214588161909,4,9,1/15/2019,4,NY,1980-01-01,01234
Employee_160,1160,0,1,1,1,3,2,1,57.43761148458104,1,3,Sales,Admin,Manager_B,3,Diversity Job Fair,Fully Meets,4.550822508175049,4,7,1/15/2019,1,NY,1980-01-01,01234
Employee_161,1161,1,3,0,4,2,4,0,26.246400887165144,1,26,HR Manager,IT,Manager_C,2,LinkedIn,Fully Meets,1.7061267466739216,5,1,1/15/2019,2,MA,1980-01-01,01234
Employee_162,1162,1,0,0,1,4,2,1,55.265160056275995,0,2,Sales,Admin,Manager_A,6,LinkedIn,Fully Meets,3.2177283949307234,1,6,1/15/2019,4,CA,1980-01-01,01234
Employee_163,1163,1,3,1,4,4,2,0,53.07103890882111,1,11,Sales,Sales,Manager_B,8,Diversity Job Fair,Exceeds,4.4115819570903065,3,7,1/15/2019,3,CA,1980-01-01,01234
Employee_164,1164,0,0,0,4,5,1,1,37.57618019322297,1,29,Data Analyst,Admin,Manager_C,2,LinkedIn,Fully Meets,1.9133083092137628,5,1,1/15/2019,0,CA,1980-01-01,01234
Employee_165,1165,0,2,0,4,5,2,1,20.793402442105346,1,18,Software Engineer,Admin,Manager_A,6,Diversity Job Fair,Fully Meets,2.2248486904764704,5,4,1/15/2019,4,CA,1980-01-01,01234
Employee_166,1166,0,2,1,1,4,3,0,35.80207580028716,0,7,HR Manager,Admin,Manager_B,8,LinkedIn,Exceeds,4.468680305905153,3,9,1/15/2019,0,MA,1980-01-01,01234
Employee_167,1167,0,1,0,4,1,3,1,25.686785975192347,1,27,Data Analyst,Admin,Manager_C,7,Diversity Job Fair,Fully Meets,1.8784386796945163,2,7,1/15/2019,4,MA,1980-01-01,01234
Employee_168,1168,0,1,1,1,5,2,0,39.20414271647157,0,7,Sales,Sales,Manager_A,8,Diversity Job Fair,PIP,3.0382234000648562,1,2,1/15/2019,4,MA,1980-01-01,01234
Employee_169,1169,1,1,1,2,3,1,1,26.73813978535774,0,17,HR Manager,Sales,Manager_B,1,Diversity Job Fair,Exceeds,3.4813506365387297,4,6,1/15/2019,2,NY,1980-01-01,01234
Employee_170,1170,1,0,0,4,6,3,1,33.44486357729171,0,24,Software Engineer,HR,Manager_C,9,Indeed,Fully Meets,2.136981020438243,4,1,1/15/2019,0,MA,1980-01-01,01234
Employee_171,1171,1,3,0,4,2,4,1,32.90204032491714,1,1,Data Analyst,Sales,Manager_A,6,Diversity Job Fair,PIP,3.6992664457301907,5,1,1/15/2019,2,TX,1980-01-01,01234
Employee_172,1172,0,2,0,4,3,2,1,32.37312817907097,0,19,Software Engineer,Sales,Manager_B,2,Diversity Job Fair,Fully Meets,4.362116015368107,3,5,1/15/2019,4,TX,1980-01-01,01234
Employee_173,1173,0,2,0,1,5,4,0,16.457689794737018,0,18,HR Manager,IT,Manager_C,2,Indeed,PIP,4.578956883242888,2,2,1/15/2019,4,MA,1980-01-01,01234
Employee_174,1174,0,0,0,1,1,1,0,36.70106422743322,0,20,HR Manager,IT,Manager_A,5,Diversity Job Fair,Fully Meets,3.132916603822052,4,3,1/15/2019,2,CA,1980-01-01,01234
Employee_175,1175,1,1,1,2,1,1,1,17.324056217093123,0,7,HR Manager,Admin,Manager_B,6,LinkedIn,PIP,2.8564482452354647,4,5,1/15/2019,0,NY,1980-01-01,01234
Employee_176,1176,1,2,1,3,4,4,0,43.93858469370109,0,9,Software Engineer,Admin,Manager_C,6,Indeed,Fully Meets,4.761516459136232,3,8,1/15/2019,0,TX,1980-01-01,01234
Employee_177,1177,0,3,0,3,4,2,1,58.78215575764562,0,24,Data Analyst,IT,Manager_A,4,Diversity Job Fair,PIP,2.495511184461864,4,6,1/15/2019,0,CA,1980-01-01,01234
Employee_178,1178,1,0,1,4,5,3,1,59.273131811450845,0,4,HR Manager,IT,Manager_B,2,LinkedIn,PIP,2.5567429695306143,4,5,1/15/2019,4,CA,1980-01-01,01234
Employee_179,1179,1,0,1,4,4,3,0,29.74619233857091,1,28,Software Engineer,HR,Manager_C,9,Diversity Job Fair,Exceeds,2.037749574686204,1,7,1/15/2019,0,CA,1980-01-01,01234
Employee_180,1180,1,0,1,1,3,1,1,38.08259351284988,0,13,Data Analyst,Sales,Manager_A,9,Indeed,Exceeds,1.937772223386633,4,2,1/15/2019,1,NY,1980-01-01,01234
Employee_181,1181,0,2,0,2,1,2,1,31.301575118013268,0,5,Sales,Admin,Manager_B,4,Diversity Job Fair,Fully Meets,2.7605351289847464,2,0,1/15/2019,3,TX,1980-01-01,01234
Employee_182,1182,0,0,0,4,4,4,0,45.24048816693557,0,25,Software Engineer,IT,Manager_C,8,Diversity Job Fair,Exceeds,3.624075801407209,3,5,1/15/2019,3,TX,1980-01-01,01234
Employee_183,1183,1,2,0,2,4,3,0,22.551033931872894,1,18,Sales,Admin,Manager_A,9,LinkedIn,Fully Meets,1.4547877434062793,2,5,1/15/2019,2,NY,1980-01-01,01234
Employee_184,1184,1,1,0,2,5,4,0,23.79887765201555,0,22,Sales,HR,Manager_B,1,LinkedIn,PIP,2.509045469090417,3,0,1/15/2019,2,CA,1980-01-01,01234
Employee_185,1185,1,0,0,1,1,2,0,41.51655871131304,1,15,HR Manager,HR,Manager_C,8,Indeed,Exceeds,4.883720010221061,5,0,1/15/2019,4,MA,1980-01-01,01234
Employee_186,1186,0,3,0,2,6,2,1,59.35732933973963,0,8,Software Engineer,IT,Manager_A,1,LinkedIn,Exceeds,1.9867394658806203,2,0,1/15/2019,4,TX,1980-01-01,01234
Employee_187,1187,0,2,0,3,1,2,0,54.517816743791116,1,18,Data Analyst,Admin,Manager_B,5,Diversity Job Fair,PIP,4.300260587884669,4,2,1/15/2019,3,MA,1980-01-01,01234
Employee_188,1188,0,1,0,4,4,2,1,17.86900355954375,0,11,Data Analyst,HR,Manager_C,2,Diversity Job Fair,Exceeds,3.9050618602158496,4,3,1/15/2019,3,MA,1980-01-01,01234
Employee_189,1189,0,2,1,4,3,1,0,17.23888341134375,0,26,HR Manager,IT,Manager_A,2,Diversity Job Fair,Exceeds,3.771339852272792,1,5,1/15/2019,1,TX,1980-01-01,01234
Employee_190,1190,1,2,1,4,4,2,1,26.435208984639146,0,29,HR Manager,IT,Manager_B,6,Indeed,Fully Meets,4.059106552714727,4,3,1/15/2019,1,NY,1980-01-01,01234
Employee_191,1191,1,3,0,1,6,3,0,33.95419746366436,0,1,Sales,IT,Manager_C,3,LinkedIn,PIP,1.403166064866495,5,5,1/15/2019,0,NY,1980-01-01,01234
Employee_192,1192,1,1,0,4,6,4,0,42.93491709000843,0,28,HR Manager,Admin,Manager_A,5,Diversity Job Fair,Fully Meets,3.9452076646144922,1,3,1/15/2019,3,CA,1980-01-01,01234
Employee_193,1193,0,1,1,4,3,1,0,18.354547116117224,0,11,Sales,Admin,Manager_B,1,Diversity Job Fair,Exceeds,1.1945730679934137,4,7,1/15/2019,4,MA,1980-01-01,01234
Employee_194,1194,1,1,1,1,5,1,0,29.716584643379512,1,3,HR Manager,Sales,Manager_C,6,Indeed,PIP,1.4664219411283983,5,2,1/15/2019,1,CA,1980-01-01,01234
Employee_195,1195,0,0,0,2,4,1,1,23.261545679524467,0,17,Sales,Admin,Manager_A,7,Indeed,Fully Meets,4.502403417588098,2,0,1/15/2019,1,CA,1980-01-01,01234
Employee_196,1196,1,3,0,1,4,1,0,30.44982236314162,0,2,HR Manager,Sales,Manager_B,1,Indeed,Fully Meets,4.110067276736526,4,2,1/15/2019,3,MA,1980-01-01,01234
Employee_197,1197,0,0,0,3,4,1,1,47.93247119623697,0,7,HR Manager,HR,Manager_C,2,Indeed,Fully Meets,2.7415332427682,2,6,1/15/2019,4,NY,1980-01-01,01234
Employee_198,1198,1,0,0,1,3,3,1,22.595914923968852,0,27,Software Engineer,HR,Manager_A,7,Indeed,Fully Meets,2.9710554829762432,3,2,1/15/2019,3,CA,1980-01-01,01234
Employee_199,1199,0,0,0,4,5,3,1,28.204914469641963,1,7,Software Engineer,IT,Manager_B,6,Indeed,Exceeds,4.910748409067571,5,4,1/15/2019,4,TX,1980-01-01,01234
Employee_200,1200,1,0,1,1,3,4,1,44.33656826293475,0,3,Data Analyst,HR,Manager_C,8,Diversity Job Fair,Exceeds,3.6885377861685384,2,1,1/15/2019,0,TX,1980-01-01,01234
Employee_201,1201,1,3,1,1,3,1,1,25.54026140517263,0,16,Data Analyst,IT,Manager_A,9,Diversity Job Fair,PIP,3.8139621216072914,1,2,1/15/2019,4,NY,1980-01-01,01234
Employee_202,1202,0,2,1,1,2,3,1,33.56542498062441,1,15,Data Analyst,Sales,Manager_B,6,LinkedIn,Exceeds,4.246941515905203,2,8,1/15/2019,2,NY,1980-01-01,01234
Employee_203,1203,1,3,1,2,2,4,1,35.973690720836,1,7,Data Analyst,Sales,Manager_C,2,Indeed,Exceeds,3.3374293637323036,3,4,1/15/2019,4,NY,1980-01-01,01234
Employee_204,1204,0,2,0,1,1,1,0,37.686484900835666,0,28,Sales,Admin,Manager_A,2,LinkedIn,PIP,3.569631357967461,4,2,1/15/2019,3,MA,1980-01-01,01234
Employee_205,1205,0,1,1,4,4,3,0,28.011948116525943,0,27,Data Analyst,Admin,Manager_B,1,Diversity Job Fair,Exceeds,3.67031107956459,5,7,1/15/2019,3,CA,1980-01-01,01234
Employee_206,1206,0,2,0,1,6,1,0,56.80260437662139,0,4,Software Engineer,Admin,Manager_C,9,Indeed,PIP,1.7446723025931368,1,7,1/15/2019,2,CA,1980-01-01,01234
Employee_207,1207,0,3,0,1,6,3,1,16.64922061868128,0,2,Data Analyst,HR,Manager_A,2,LinkedIn,Fully Meets,2.5511554409681856,5,5,1/15/2019,2,MA,1980-01-01,01234
Employee_208,1208,1,1,1,3,2,4,1,40.18744410621545,0,23,Data Analyst,Sales,Manager_B,9,LinkedIn,Fully Meets,4.421370464039258,2,5,1/15/2019,2,NY,1980-01-01,01234
Employee_209,1209,0,1,0,1,3,1,1,57.10082779921792,0,12,Software Engineer,Sales,Manager_C,1,Diversity Job Fair,Fully Meets,1.6453263263652076,3,2,1/15/2019,4,TX,1980-01-01,01234
Employee_210,1210,0,0,0,4,5,3,1,24.09921946869466,1,5,Data Analyst,Admin,Manager_A,3,Diversity Job Fair,PIP,2.0811512808244337,1,0,1/15/2019,2,CA,1980-01-01,01234
Employee_211,1211,1,1,0,1,3,4,1,18.597545080886217,0,10,Sales,Admin,Manager_B,4,Diversity Job Fair,Fully Meets,4.7005652436622505,4,3,1/15/2019,2,CA,1980-01-01,01234
Employee_212,1212,0,3,0,3,5,2,0,19.849919060244975,0,4,Data Analyst,IT,Manager_C,3,Diversity Job Fair,Exceeds,1.387654255209326,2,4,1/15/2019,3,NY,1980-01-01,01234
Employee_213,1213,0,0,1,3,3,3,0,41.60936004823647,0,4,Software Engineer,IT,Manager_A,1,Diversity Job Fair,Exceeds,3.7647236887746374,4,4,1/15/2019,3,CA,1980-01-01,01234
Employee_214,1214,0,3,0,1,2,2,1,16.383316362858594,0,8,Software Engineer,IT,Manager_B,9,Diversity Job Fair,PIP,3.8339904861022522,4,2,1/15/2019,3,TX,1980-01-01,01234
Employee_215,1215,0,0,1,3,1,4,0,50.698992692507055,0,29,Data Analyst,IT,Manager_C,8,LinkedIn,Fully Meets,4.075850543587163,1,9,1/15/2019,2,TX,1980-01-01,01234
Employee_216,1216,0,0,1,3,6,2,0,35.075767542160435,1,6,HR Manager,IT,Manager_A,7,LinkedIn,Exceeds,3.986205927735815,5,0,1/15/2019,4,CA,1980-01-01,01234
Employee_217,1217,1,3,0,2,1,2,0,37.50283903976752,0,6,Sales,IT,Manager_B,5,LinkedIn,PIP,2.4294615263058987,5,0,1/15/2019,4,CA,1980-01-01,01234
Employee_218,1218,0,0,0,4,5,1,0,30.035976451063064,0,25,Software Engineer,Admin,Manager_C,9,Diversity Job Fair,Fully Meets,2.5679233164422524,1,8,1/15/2019,1,NY,1980-01-01,01234
Employee_219,1219,0,3,1,3,3,2,1,22.128496068165806,0,25,Data Analyst,Sales,Manager_A,1,LinkedIn,Exceeds,4.209422888229195,1,1,1/15/2019,2,NY,1980-01-01,01234
Employee_220,1220,0,2,1,4,5,4,1,18.186327365230902,1,5,Data Analyst,IT,Manager_B,3,Diversity Job Fair,Fully Meets,3.4941842878858975,1,8,1/15/2019,2,CA,1980-01-01,01234
Employee_221,1221,1,2,1,3,5,1,1,51.15326159063788,1,26,Data Analyst,Sales,Manager_C,7,Diversity Job Fair,Fully Meets,2.99695337732415,4,5,1/15/2019,3,MA,1980-01-01,01234
Employee_222,1222,0,0,1,2,6,4,1,56.886304377293015,1,18,HR Manager,HR,Manager_A,9,Indeed,Fully Meets,3.571038987228943,1,1,1/15/2019,0,MA,1980-01-01,01234
Employee_223,1223,0,2,1,3,5,4,1,19.520497697829768,1,24,Sales,IT,Manager_B,3,Diversity Job Fair,PIP,2.1966294353989486,2,9,1/15/2019,4,NY,1980-01-01,01234
Employee_224,1224,0,2,1,1,2,4,1,52.310988798402974,0,29,Data Analyst,Sales,Manager_C,6,LinkedIn,PIP,1.8213105138264796,3,5,1/15/2019,3,CA,1980-01-01,01234
Employee_225,1225,0,2,0,2,3,2,0,31.813712110776663,0,10,HR Manager,Sales,Manager_A,7,Indeed,Exceeds,4.293798686835874,2,6,1/15/2019,3,MA,1980-01-01,01234
Employee_226,1226,1,1,0,1,1,3,0,17.71943284451013,1,2,HR Manager,HR,Manager_B,8,LinkedIn,Fully Meets,2.700863090063659,2,2,1/15/2019,3,TX,1980-01-01,01234
Employee_227,1227,1,3,1,1,2,1,0,16.27793417210938,0,14,Sales,Admin,Manager_C,9,Diversity Job Fair,PIP,4.849654036097766,3,6,1/15/2019,0,MA,1980-01-01,01234
Employee_228,1228,0,1,1,3,1,1,1,57.53035169503355,1,18,Sales,IT,Manager_A,1,Diversity Job Fair,Fully Meets,4.526047848580933,4,9,1/15/2019,3,TX,1980-01-01,01234
Employee_229,1229,0,3,1,4,5,1,1,35.5050443339681,0,27,Data Analyst,Admin,Manager_B,8,LinkedIn,Exceeds,1.231194878228938,4,2,1/15/2019,2,CA,1980-01-01,01234
Employee_230,1230,0,3,1,3,5,4,0,40.98726642829828,0,15,HR Manager,IT,Manager_C,5,Diversity Job Fair,Fully Meets,2.39415519765498,3,8,1/15/2019,0,TX,1980-01-01,01234
Employee_231,1231,1,3,1,1,4,1,1,27.317372252311596,1,21,Sales,HR,Manager_A,3,Indeed,Fully Meets,4.015727792377703,2,8,1/15/2019,2,TX,1980-01-01,01234
Employee_232,1232,0,2,1,4,6,2,0,31.22103535620583,0,10,HR Manager,Sales,Manager_B,1,Indeed,PIP,1.5953421224693565,2,6,1/15/2019,4,NY,1980-01-01,01234
Employee_233,1233,0,1,1,3,4,4,0,48.060846367876344,1,15,Sales,HR,Manager_C,9,Diversity Job Fair,Exceeds,3.053190352400752,5,7,1/15/2019,2,TX,1980-01-01,01234
Employee_234,1234,0,0,0,2,1,2,1,47.922505054627095,0,1,Software Engineer,Admin,Manager_A,1,Diversity Job Fair,PIP,1.1624918529314838,2,3,1/15/2019,2,CA,1980-01-01,01234
Employee_235,1235,0,1,0,3,3,4,1,49.09370932225003,1,23,Data Analyst,IT,Manager_B,6,Indeed,PIP,2.2516455659078263,2,8,1/15/2019,3,NY,1980-01-01,01234
Employee_236,1236,1,0,1,1,2,1,0,28.872879378286665,0,11,Software Engineer,Admin,Manager_C,8,LinkedIn,Fully Meets,4.73494424816528,3,1,1/15/2019,1,CA,1980-01-01,01234
Employee_237,1237,1,2,1,1,5,2,0,39.28086239452189,1,4,Sales,IT,Manager_A,5,Indeed,Fully Meets,1.6659986285806272,5,7,1/15/2019,4,CA,1980-01-01,01234
Employee_238,1238,0,2,0,2,3,2,0,34.00893855683432,0,16,HR Manager,HR,Manager_B,6,LinkedIn,Exceeds,4.65727360237633,2,0,1/15/2019,2,MA,1980-01-01,01234
Employee_239,1239,1,1,0,4,2,1,0,47.234650352988616,0,27,HR Manager,Sales,Manager_C,8,LinkedIn,PIP,1.5035381621952917,3,6,1/15/2019,3,MA,1980-01-01,01234
Employee_240,1240,0,2,0,2,2,1,0,17.770143235813432,0,15,HR Manager,Sales,Manager_A,5,LinkedIn,Exceeds,3.6632372970981275,1,6,1/15/2019,3,MA,1980-01-01,01234
Employee_241,1241,1,3,0,1,2,3,0,22.386309552955723,1,9,HR Manager,HR,Manager_B,6,LinkedIn,Exceeds,1.5904662354614074,3,0,1/15/2019,0,TX,1980-01-01,01234
Employee_242,1242,1,1,1,1,1,1,1,57.14499317248805,0,20,Sales,Admin,Manager_C,5,Indeed,PIP,4.052955853897009,2,0,1/15/2019,4,CA,1980-01-01,01234
Employee_243,1243,1,1,0,2,3,4,1,42.72082013398219,1,27,HR Manager,HR,Manager_A,1,Diversity Job Fair,PIP,1.257843941000616,4,1,1/15/2019,2,CA,1980-01-01,01234
Employee_244,1244,0,3,1,4,2,3,1,43.31059503666444,1,28,HR Manager,HR,Manager_B,2,LinkedIn,Fully Meets,4.796778908746976,2,4,1/15/2019,4,NY,1980-01-01,01234
Employee_245,1245,1,1,0,2,4,3,0,39.49639227911554,0,19,Software Engineer,HR,Manager_C,2,LinkedIn,Exceeds,2.251673553019982,2,4,1/15/2019,1,TX,1980-01-01,01234
Employee_246,1246,0,0,1,1,5,3,0,43.00694552474093,1,29,Data Analyst,Admin,Manager_A,9,Indeed,PIP,3.3325246226593213,3,2,1/15/2019,4,MA,1980-01-01,01234
Employee_247,1247,0,0,1,1,4,1,1,19.198054253115302,0,29,Sales,Sales,Manager_B,2,LinkedIn,Fully Meets,2.4876327393928337,1,3,1/15/2019,1,MA,1980-01-01,01234
Employee_248,1248,1,1,1,2,3,3,0,27.479272296618305,0,4,HR Manager,Admin,Manager_C,7,Diversity Job Fair,PIP,1.4188940607580331,3,6,1/15/2019,4,TX,1980-01-01,01234
Employee_249,1249,0,1,0,1,3,2,1,43.46154062794443,1,17,Data Analyst,HR,Manager_A,1,LinkedIn,Fully Meets,3.0313391341604166,3,5,1/15/2019,1,CA,1980-01-01,01234
Employee_250,1250,0,1,0,1,3,2,0,45.01527775282635,1,22,Software Engineer,Sales,Manager_B,5,Diversity Job Fair,Fully Meets,2.087093849279877,3,6,1/15/2019,4,MA,1980-01-01,01234
Employee_251,1251,1,2,1,3,3,1,1,38.85269102861181,0,19,Software Engineer,IT,Manager_C,1,Diversity Job Fair,Fully Meets,4.292031874625726,2,6,1/15/2019,0,NY,1980-01-01,01234
Employee_252,1252,1,1,0,3,6,1,1,57.88860288581387,0,24,Software Engineer,Sales,Manager_A,7,LinkedIn,PIP,3.992915649345182,2,1,1/15/2019,4,MA,1980-01-01,01234
Employee_253,1253,1,1,0,2,6,1,0,44.38650508639745,0,26,Software Engineer,HR,Manager_B,6,LinkedIn,Fully Meets,2.336516978959487,2,7,1/15/2019,0,MA,1980-01-01,01234
Employee_254,1254,0,1,1,4,2,1,0,32.57197929650971,0,5,Software Engineer,Sales,Manager_C,7,Indeed,Exceeds,3.4535029287284287,1,8,1/15/2019,3,CA,1980-01-01,01234
Employee_255,1255,1,2,0,3,6,4,1,25.339655382209948,0,10,Data Analyst,Admin,Manager_A,6,Diversity Job Fair,PIP,3.9511109845148358,5,9,1/15/2019,2,TX,1980-01-01,01234
Employee_256,1256,0,0,1,1,2,3,1,49.872403168359156,1,11,Data Analyst,Sales,Manager_B,4,Diversity Job Fair,Fully Meets,3.8806434606402638,4,6,1/15/2019,1,NY,1980-01-01,01234
Employee_257,1257,0,3,0,2,3,3,0,56.703270811566966,0,14,Data Analyst,Sales,Manager_C,7,Indeed,Exceeds,3.6162312115826687,2,9,1/15/2019,1,NY,1980-01-01,01234
Employee_258,1258,0,2,1,4,4,3,0,18.769948230210012,1,23,HR Manager,Sales,Manager_A,5,Indeed,Exceeds,1.3168313462045664,4,2,1/15/2019,0,NY,1980-01-01,01234
Employee_259,1259,1,1,1,3,4,3,0,57.941074084396796,0,7,Sales,Admin,Manager_B,6,LinkedIn,Exceeds,3.3718115097260446,5,0,1/15/2019,0,CA,1980-01-01,01234
Employee_260,1260,0,2,0,4,3,1,0,56.947590914585376,0,22,Sales,HR,Manager_C,4,Indeed,Exceeds,3.2418596580965233,3,9,1/15/2019,0,CA,1980-01-01,01234
Employee_261,1261,0,3,1,4,1,1,1,57.04217764797325,0,14,Data Analyst,IT,Manager_A,9,Diversity Job Fair,PIP,4.851164245614761,3,4,1/15/2019,3,NY,1980-01-01,01234
Employee_262,1262,0,3,0,4,1,2,0,54.86046509607799,1,27,Software Engineer,Sales,Manager_B,1,Indeed,Exceeds,4.963291776373829,3,0,1/15/2019,4,CA,1980-01-01,01234
Employee_263,1263,0,2,1,1,4,2,0,51.76052741908833,0,11,Data Analyst,Sales,Manager_C,6,LinkedIn,Exceeds,2.6622091897739506,3,6,1/15/2019,3,CA,1980-01-01,01234
Employee_264,1264,0,0,0,4,1,4,1,34.60814413626362,0,25,Software Engineer,IT,Manager_A,4,Diversity Job Fair,Fully Meets,2.079908294833862,1,9,1/15/2019,4,MA,1980-01-01,01234
Employee_265,1265,1,1,1,2,1,1,1,32.16002684173344,1,14,HR Manager,HR,Manager_B,9,LinkedIn,Fully Meets,4.015252337846929,3,9,1/15/2019,1,NY,1980-01-01,01234
Employee_266,1266,1,2,0,2,2,3,0,54.526936003623554,0,18,HR Manager,HR,Manager_C,9,LinkedIn,Exceeds,3.9600734739332424,4,1,1/15/2019,3,CA,1980-01-01,01234
Employee_267,1267,0,1,0,1,1,4,1,55.95753585691382,1,22,Data Analyst,Admin,Manager_A,2,Indeed,Fully Meets,3.1035911694152203,3,8,1/15/2019,0,MA,1980-01-01,01234
Employee_268,1268,1,2,0,4,3,4,0,45.115579728020464,0,3,HR Manager,HR,Manager_B,2,Diversity Job Fair,Exceeds,3.5304738367203026,5,9,1/15/2019,2,MA,1980-01-01,01234
Employee_269,1269,1,2,1,3,3,2,1,54.211346845273646,1,29,HR Manager,Admin,Manager_C,9,Diversity Job Fair,PIP,1.717870150500966,5,0,1/15/2019,3,MA,1980-01-01,01234
Employee_270,1270,1,1,0,4,4,1,1,39.37434762765368,0,20,HR Manager,Sales,Manager_A,3,Indeed,Fully Meets,1.1383247402780898,2,5,1/15/2019,1,MA,1980-01-01,01234
Employee_271,1271,1,0,1,3,4,1,1,17.845642889315297,1,12,HR Manager,Admin,Manager_B,7,Indeed,Fully Meets,3.4284925531198636,4,4,1/15/2019,4,TX,1980-01-01,01234
Employee_272,1272,1,3,1,2,1,2,1,55.007930004013524,1,29,HR Manager,IT,Manager_C,4,Indeed,Fully Meets,2.868216196843564,4,3,1/15/2019,4,MA,1980-01-01,01234
